"search_engines","video_sites","news_sites","social_networking_sites","browser_based_games","shopping","online_banking","file_download","webmail","forums","adult_pages","gambling","online_word_proccessing","null","user_count"
3204,2328,2532,2100,723,1264,1463,1805,2162,1755,671,99,489,71,4081
